genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1538258	0	0	1.0	1.0	0.879401055675959
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	0.603041500360379	994450	39	1	0.9999989944190256	0.9999607823419981	0.5685134612119407
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	0.871378372654711	1516025	39	0	1.0	0.9999742748305602	0.8666907537169616
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	0.44690477481583896	715931	64	11	0.9999846353908407	0.9999106059103461	0.40928795897121617
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	0.879835903922351	1535807	32	0	1.0	0.9999791640486076	0.8779998525049294
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	0.7728134728192223	1311121	86	0	1.0	0.9999344072743858	0.749549939944352
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.7084622685596652	1193663	100	1	0.9999991622426095	0.9999162242609514	0.6824008081357824
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.6759158386324345	1133012	123	2	0.9999982347936297	0.999891439808228	0.647727461123901
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d1_FF07294201__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.2821404900264924	439915	31	1	0.9999977268335929	0.9999295318413784	0.25149338759017636
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1118941	0	0	1.0	1.0	0.6396832629111068
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	0.6406668159228683	1103584	29	0	1.0	0.9999737219821961	0.6309038760904202
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	0.38566395946902876	527231	57	10	0.999981032981748	0.9998918879959638	0.3014107503325785
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	0.6447516943913832	1117981	29	1	0.999999105530416	0.9999740603820637	0.6391344440436288
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	0.5935495241959837	960456	59	0	1.0	0.9999385708455151	0.5490795564400178
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.5574442955354748	876402	81	0	1.0	0.9999075766600258	0.5010270344744002
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.5393454559807502	833955	88	0	1.0	0.9998944787188757	0.4767606652370697
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC727_control_d25_FF07294019__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.25872174344966664	325833	14	0	1.0	0.999957033204126	0.18627426879890419
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1719001	0	0	1.0	1.0	0.9827293562640528
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	0.4673074787431466	795532	52	1	0.9999987429795407	0.9999346349361182	0.45479476175258443
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	0.9826525065400767	1716449	29	0	1.0	0.9999831046538522	0.9812704127746739
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	0.8390820736682755	1455414	85	4	0.9999972516411137	0.9999415973736683	0.8320402741578917
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.7663428571968334	1328147	97	0	1.0	0.9999269659156704	0.7592834712336018
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.7282030905923311	1260544	132	5	0.9999960334585702	0.9998952833062551	0.7206357609230676
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC730_filtered_d1_FF07295364__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.2858003176106645	484409	16	0	1.0	0.9999669700604241	0.2769299987251395
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	1.0	805657	0	0	1.0	1.0	0.4605830857455161
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	0.46828458529751177	804939	61	12	0.9999850920380302	0.9999242178599869	0.46017261496754824
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	0.4483305158388717	697093	86	4	0.9999942618847126	0.9998766305213221	0.39851853206960164
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.42302086947867673	630875	75	0	1.0	0.9998811174955419	0.3606626073126684
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.4130633959192484	600069	92	3	0.9999950005749338	0.9998466842979724	0.3430512385298286
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.2301936249363591	237734	42	8	0.9999663489446188	0.9998233319592486	0.13590927566771532
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1744260	0	0	1.0	1.0	0.9971695810282465
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	0.845063657469862	1472680	97	4	0.9999972838634327	0.9999341336882418	0.841911010164011
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.7729210342757058	1345814	114	1	0.9999992569552701	0.999915292900802	0.7693834534541574
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.7333427263306238	1276491	147	8	0.9999937328191112	0.9998848405511672	0.729752442672725
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.28559245970695185	489717	23	0	1.0	0.9999530340992859	0.27996450971323644
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1474561	0	0	1.0	1.0	0.8429863521324757
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.6957501504956386	1154060	84	0	1.0	0.9999272134897665	0.6597603147933554
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.6658014365250262	1096277	96	0	1.0	0.9999124308910978	0.6267265641480645
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.2825929578841775	426991	35	0	1.0	0.9999180310592026	0.24410491358675426
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1347367	0	0	1.0	1.0	0.770271282309567
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.6173791457173152	998173	75	0	1.0	0.9999248627241971	0.5706418493823787
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.2724177667094091	387596	40	0	1.0	0.9998967997605754	0.22158333099894753
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1278234	0	0	1.0	1.0	0.7307488919289897
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	0.2673477022966224	367097	55	5	0.9999863796217349	0.9998501758390834	0.20986433311933209
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__FC731_filtered.30	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d25_FF07294039__on__MGBC_1094_reps_41_add.sorted.bam	1.0	490228	0	0	1.0	1.0	0.2802566414229044
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.42	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	1.0	678658	0	0	1.0	1.0	0.962574020098008
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.42	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC728_unfiltered_d1_FF07295645__on__MGBC_1094_reps_41_add.sorted.bam	0.45624595954865166	292216	3	0	1.0	0.9999897336217045	0.4144643249721649
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.42	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.4476006901470447	294748	0	0	1.0	1.0	0.41805558510449686
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.42	MC728_unfiltered_d1_FF07295645__on__MGBC_1094_reps_41_add.sorted.bam	MC728_unfiltered_d1_FF07295645__on__MGBC_1094_reps_41_add.sorted.bam	1.0	295464	0	0	1.0	1.0	0.4190711231198009
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.42	MC728_unfiltered_d1_FF07295645__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.31119948871980596	133577	1	0	1.0	0.9999925136812475	0.18945882886907928
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.42	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	1.0	298046	0	0	1.0	1.0	0.4227333007113021
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.65	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1098068	0	0	1.0	1.0	0.5273587637708715
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.65	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.4824960611290222	831251	55	1	0.9999987969939285	0.9999338346660636	0.3992170792185008
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.65	MC720_control_d1_FF07293949__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.527173589019846	994713	53	2	0.9999979893697981	0.9999467182996502	0.47772143254043914
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.65	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1491977	0	0	1.0	1.0	0.7165377247079175
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.65	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.6769373016976736	1328803	37	1	0.9999992474429995	0.9999721553909797	0.6381716864301895
METABAT215_MOUSE_PRE_SCAFFOLDS_1500_METASPADES__MC729_filtered.65	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1819246	0	0	1.0	1.0	0.8737121212485046
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	1.0	958866	0	0	1.0	1.0	0.47153873428005055
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	0.30274211018754527	389469	92	3	0.9999922972046555	0.9997637809427709	0.1915280334283591
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.272337866698588	330582	130	6	0.9999818501914804	0.9996067541487438	0.16256934530556685
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	FC731_filtered_d1_FF07295373__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.23191066585215575	271781	98	0	1.0	0.9996394155588507	0.13365294915177556
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	1.0	766862	0	0	1.0	1.0	0.37711748758165176
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	0.23743635167740876	262377	95	1	0.9999961886903197	0.9996379255803672	0.1290283715182276
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	FC731_filtered_d25_FF07294190__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.21779949721205225	226006	88	5	0.9999778766935391	0.9996106298062883	0.11114231100038702
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	1.0	652043	0	0	1.0	1.0	0.32065328306162383
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	MC720_control_d25_FF07293981__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	0.20480783063081046	191763	108	0	1.0	0.9994368048059323	0.09430273083177976
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__Cage2_FC730_FC731_MC729.113	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	MC729_filtered_d1_FF07295327__on__MGBC_1094_reps_41_add.sorted.bam	1.0	534967	0	0	1.0	1.0	0.26307916023886113
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control1_F407_F408.26	F407_control_L1_FF07294457__on__MGBC_1094_reps_41_add.sorted.bam	F407_control_L1_FF07294457__on__MGBC_1094_reps_41_add.sorted.bam	1.0	903718	0	0	1.0	1.0	0.9990945644014562
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control1_F407_F408.26	F407_control_L1_FF07294457__on__MGBC_1094_reps_41_add.sorted.bam	F408_control_L1_FF07294981__on__MGBC_1094_reps_41_add.sorted.bam	0.9993640227705153	903675	18	1	0.999998893407475	0.9999800813345506	0.9990470262686877
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control1_F407_F408.26	F408_control_L1_FF07294981__on__MGBC_1094_reps_41_add.sorted.bam	F408_control_L1_FF07294981__on__MGBC_1094_reps_41_add.sorted.bam	1.0	904208	0	0	1.0	1.0	0.9996362780074226
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control1_F407_F408.49	F408_control_L1_FF07294981__on__MGBC_1094_reps_41_add.sorted.bam	F408_control_L1_FF07294981__on__MGBC_1094_reps_41_add.sorted.bam	1.0	643785	0	0	1.0	1.0	0.3243535324272921
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control1_F407_F408.49	F408_control_L1_FF07294981__on__MGBC_1094_reps_41_add.sorted.bam	F412_control_L2_FF07295548__on__MGBC_1094_reps_41_add.sorted.bam	0.36807480635615797	606926	28	1	0.9999983523526756	0.9999538658749172	0.30578312949504366
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control1_F407_F408.49	F412_control_L2_FF07295548__on__MGBC_1094_reps_41_add.sorted.bam	F412_control_L2_FF07295548__on__MGBC_1094_reps_41_add.sorted.bam	1.0	1775806	0	0	1.0	1.0	0.8946914715403121
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control2_F411_F412.61	F411_control_L2_FF07295471__on__MGBC_1094_reps_41_add.sorted.bam	F411_control_L2_FF07295471__on__MGBC_1094_reps_41_add.sorted.bam	1.0	788503	0	0	1.0	1.0	0.3841126544299931
METABAT215_SAMECAGE_PRE_SCAFFOLDS_1500_METASPADES__control2_F411_F412.61	F411_control_L2_FF07295471__on__MGBC_1094_reps_41_add.sorted.bam	F412_control_L2_FF07295548__on__MGBC_1094_reps_41_add.sorted.bam	0.3318445075677761	496434	14	0	1.0	0.9999717988695376	0.24183367912271633
